Mapa/id,Mapa/veiculo,Mapa/url,Mapa/descricao,Mapa/linha_fina,Mapa/localizacao,Mapa/como_mantem,Mapa/votos,Mapa/twitter,Mapa/facebook,Mapa/email,Mapa/logo,Mapa/enviado_por,Mapa/ativo,Mapa/created
2,Envolverde,www.envolverde.org.br,"O Projeto Envolverde foi criado em 1995 para fazer a gestão do semanário Terramérica, realizado em parceria com o Programa das Nações Unidas para o Meio Ambiente (Pnuma) e o Programa das Nações Unidas para o Desenvolvimento (Pnud), que depois veio a receber apoio do Banco Mundial. O portal, criado em 1998 e decorrente do projeto, hoje é um dos principais sites brasileiros sobre sustentabilidade. Já recebeu dois prêmios Ethos e um Prêmio de Melhor Mídia em Meio Ambiente do Instituto Chico Mendes, entre outros. O objetivo principal do site é ampliar o conhecimento social da sustentabilidade por meio do jornalismo e da comunicação.","Ampliar o conhecimento social da sustentabilidade por meio do jornalismo. 
",Nasceu em São Paulo e tem atuação nacional.,"Publicidade no site e doação de Pessoas Jurídicas.
",185,https://twitter.com/envolverde,https://www.facebook.com/envolverde,,envolverde.jpg,publica,true,2016-01-30
3,Revista Capitolina,http://revistacapitolina.com.br/,"Revista online independente criada em 2014 para garotas adolescentes que fala de escola, relacionamentos, games, gadgets, moda, culinária, entre outros assuntos. Criada por jovens, tem a intenção de estabelecer um diálogo honesto com as leitoras, de forma inclusiva, sem restrições de classe social, raça, orientação sexual e aparência física. A intenção é representar todas as jovens, especialmente as que se sentem excluídas pelos moldes tradicionais da adolescência, mostrando que elas têm espaço para crescer da forma que são. O conteúdo é escrito por colaboradoras e inclui quadrinhos, ensaios fotográficos e produção literária. ",Para garotas adolescentes que não se encaixam nos moldes.,Do Brasil todo.,Ainda não se mantém.,260,https://twitter.com/capitolinafala,https://www.facebook.com/capitolinarevista,,revista_capitolina.jpg,publica,true,2016-01-30
4,Coletivo Nigéria,https://www.facebook.com/coletivoNigeria/,"A Nigéria é uma produtora/coletivo formada por jovens comunicadores e realizadores de vídeos e documentários. Formada em 2010, tem o objetivo de empoderar e catalisar por meio do audiovisual o poder de transformação dos movimentos sociais. Funciona como coletivo na forma de organização e atuação horizontal, mas também é uma produtora, pois realiza serviços de produção audiovisual.",Empoderar e catalisar o poder de transformação dos movimentos sociais.,Fortaleza.,"Crowdfunding, doação de Pessoas Jurídicas, editais e trabalhos em parcerias com ONGS e movimentos sociais.",177,,https://www.facebook.com/coletivoNigeria/,,coletivo_nigeria.jpg,publica,true,2016-01-30
5,Azmina,http://azmina.com.br/,"Azmina é uma associação sem fins lucrativos que busca usar a cultura e a informação para alimentar o debate e empoderar mulheres. O principal produto é a Revista AzMina  para mulheres de A a Z, criada em 2015, que visa estimular o empoderamento feminino por meio da promoção da cultura e da informação de qualidade.",Usar a cultura e a informação para alimentar o debate e empoderar mulheres.,"Do mundo. Não existe uma sede, mas escritórios espalhados por vários países.","Crowdfunding, doação de Pessoas Jurídicas, oficinas e eventos beneficentes. Mas ainda não se mantém.",218,https://twitter.com/revistaazmina,https://www.facebook.com/revistaazmina,,azmina.jpg,publica,true,2016-01-30
6,Volt Data Lab,http://www.voltdata.info/,"Criado em 2014, o Volt Data Lab é uma agência dedicada a produzir reportagens e investigações a partir de dados, desenvolvendo projetos de direitos humanos, política, economia, desenvolvimento social, questões ambientais, mídia e tecnologia.",Agência dedicada a produzir reportagens e investigações a partir de dados.,"São Paulo, um pouco de Curitiba, com escopo de cobertura nacional.",Dando cursos e fazendo conteúdo sob demanda. ,132,https://twitter.com/voltmediabr,https://www.facebook.com/voltdata,,volt_data_lab.jpg,publica,true,2016-01-30
7,Revista Berro,http://revistaberro.com/,"Publicação independente, criada em 2013, sobre sociedade, arte, cultura, comunicação, literatura e humor, cuja missão principal é produzir um conteúdo crítico e contra-hegemônico ao da mídia empresarial, que tem o Bode Berro como mascote e guru. A revista é aberta, livre, anárquica, sem linha editorial definida  mas sem perder de vista ""de que lado a gente samba"". ","Revista aberta, livre, anárquica.","Fortaleza, com cobertura nacional.",Doação de Pessoas Jurídicas e futuramente por crowdfunding.,136,https://twitter.com/RevistaBerro,https://www.facebook.com/RevistaBerroCE,,revista_berro.jpg,publica,true,2016-01-30
8,Vozerio,http://www.vozerio.org.br/,"Lançado em 2015, o Vozerio tem se dedicado a contar histórias e a debater questões do Rio metropolitano e de seus moradores. Em reportagens, entrevistas, debates, vídeos, artigos e notícias, o Vozerio conta a história, explora a diversidade do Rio contemporâneo e indaga para onde caminha a metrópole.",Dedicado a contar histórias e a debater questões do Rio metropolitano e de seus moradores.,O site foi criado e está baseado no Rio de Janeiro; seu foco é a região metropolitana do Rio de Janeiro.,Patrocínio por leis de incentivo.,88,https://twitter.com/vozeriorevista,https://www.facebook.com/vozeriorevista/,,vozerio.jpg,publica,true,2016-01-30
9,Cidades para Pessoas,http://www.cidadesparapessoas.com/,"É um projeto de investigação que interpreta e experimenta ideias para cidades mais humanas. Investiga a vida urbana em expedições por cidades do Brasil e do mundo usando como ferramentas a apuração jornalística e o desenho de observação. Interpreta suas descobertas em narrativas com diversas linguagens  reportagens, diários ilustrados, vídeos, mapas, palestras, exposições etc. E experimenta algumas dessas ideias na prática, em oficinas e protótipos de intervenções urbanas. Existe desde 2011.
",Projeto que interpreta e experimenta ideias para cidades mais humanas.,"Nasceu em São Paulo, mas tem cobertura nacional.",Por meio de palestras e projetos especiais.,169,,https://www.facebook.com/cidadesparapessoas,,cidades_para_pessoas.jpg,publica,true,2016-01-30
10,Barão de Itararé,http://www.baraodeitarare.org.br/,"O Centro de Estudos da Mídia Alternativa Barão de Itararé atua nacionalmente, com núcleos estaduais, produzindo conteúdo informativo e promovendo debates, cursos, palestras e atividades relacionadas à luta pela democratização da comunicação desde 2010. Uma das principais premissas dessa luta é que, sem pluralidade e diversidade de opiniões e ideias na mídia, que reflitam, inclusive, a riqueza dos contrastes regionais e culturais brasileiros, se torna 
impossível avançar e consolidar, de fato, a democracia no país.",Produz conteúdo e promove atividades relacionadas à luta pela democratização da comunicação.,A iniciativa nasceu em São Paulo. A cobertura é nacional.,"Publicidade no site, doação de Pessoas Jurídicas, publicação de livros, realização de cursos, doações de Pessoas Físicas.",160,,https://www.facebook.com/baraomidia/,,barao_de_itarare.jpg,publica,true,2016-01-30
11,Lado M,http://www.lado-m.com/,"O Lado M existe para falar sobre empoderamento feminino por meio de reportagens, vídeos, ensaios fotográficos e muito mais. Conteúdos que mostrem que as mulheres podem ser e fazer o que quiserem, independentemente de estereótipos de gênero. É para isto que o Lado M existe: mostrar que as mulheres e as possibilidades de interesses e de estilos femininos vão muito além de qualquer padrão.",Conteúdo que mostra que as mulheres podem ser e fazer o que quiserem.,São Paulo,"Publicidade no site, mas ainda não se banca. ",126,https://twitter.com/siteladom,https://www.facebook.com/SiteLadoM,,lado_m.jpg,publica,true,2016-01-30
12,Desacato,http://www.desacato.info/,"Cooperativa de jornalistas, produtores culturais, técnicos em informática, profissionais em áreas específicas, tradutores, cinegrafistas, fotógrafos, designers, publicitários e editores. Foi fundada em 2011. 
",Cria fontes de trabalho para jornalistas e produtores culturais independentes,Florianópolis  mas a cobertura é sem fronteiras. As bases são Florianópolis e Santo Domingo (República Dominicana).,Produzindo conteúdo sob demanda.,121,https://twitter.com/desacatobrasil,https://www.facebook.com/Portal.Desacato,,desacato.jpg,publica,true,2016-01-30
13,Projeto Draft,"http://www.projetodraft.com
","A missão do site, criado em 2014, é contar as histórias de realizadores e inovadores para inspirar e instrumentalizar outras pessoas a realizar e a inovar também. Narra a eclosão da nova economia no Brasil.
",Narra a eclosão da nova economia no Brasil.,"São Paulo, com cobertura nacional.",Projetos de brand content.,134,https://twitter.com/projetodraft,https://www.facebook.com/projetodraft,,projeto_draft.jpg,publica,true,2016-01-30
14,#Colabora,http://www.projetocolabora.com.br/,"Colabora é um projeto jornalístico sem fins lucrativos nem qualquer vinculação partidária. Ele nasce da certeza de que é preciso enfrentar a ideia do Eu, do Aqui e do Agora. Um conceito que tem dominado boa parte das conversas e das decisões que nos cercam. Prefere o Nós, em Qualquer Lugar, a Qualquer Hora. Quer trocar o Faça Você Mesmo pela Construção Coletiva. 
",Projeto colaborativo de jornalismo ambiental.,"Rio de Janeiro, mas a cobertura de sustentabilidade, economia colaborativa e terceiro setor, naturalmente, acaba sendo nacional e, muitas vezes, mundial.","Publicidade no site, crowdfunding, doação de Pessoas Jurídicas, realização de eventos.",96,https://twitter.com/colaboraprojeto,https://www.facebook.com/siteprojetocolabora,,colabora.jpg,publica,true,2016-01-30
15,Lupa,http://www.lupa.news.com/,"A Lupa é a primeira agência de fact-checking do Brasil. Criada em 2015, verifica o grau de veracidade do que é dito não apenas por políticos, mas por líderes sociais, celebridades e empresas. Também se debruça sobre conteúdos de grande impacto e verifica informações que possam complementar a cobertura jornalística sobre ele. Como uma agência de notícias, a Lupa revende seu conteúdo para outros meios de comunicação, em parcerias estratégicas seladas caso a caso. 
",Primeira agência de fact-checking do Brasil.,"Nasceu e funciona no Rio de Janeiro. A cobertura é focada no Brasil, com especial destaque em RJ, SP e BSB.",Investidor.,142,https://twitter.com/lupanews,https://www.facebook.com/LupaNews,,lupa.jpg,publica,true,2016-01-30
16,Scream and Yell,http://screamyell.com.br/site/,"Um site jornalístico sobre cultura pop, com entrevistas, reviews e coberturas de festivais de música, cinema, cerveja. Também produzem e lançam álbuns, fazem podcast e mixtapes e jornalismo musical aprofundado independentemente do apelo do entrevistado: tratando Caetano Veloso, Romulo Fróes e Loomer como iguais, porque todos fazem boa música.","Site jornalístico sobre cultura pop, com entrevistas, reviews e coberturas de festivais de música, cinema, cerveja.","São Paulo, mas cobre América Latina e Portugal.","Publicidade no site (rara), mas geralmente tiram do próprio bolso.",88,https://twitter.com/screamyell,https://www.facebook.com/screamyell,,scream_and_yell.jpg,publica,true,2016-01-30
17,Jornalistas Livres,https://medium.com/jornalistas-livres,"Uma rede de coletivos originada na diversidade em 2015. Existe em contraponto à falsa unidade de pensamento e ação do jornalismo praticado pela mídia tradicional, centralizada e centralizadora. Os valores que os unem são o amor apaixonado pela democracia e a defesa radical dos direitos humanos. Coloca-se em oposição aos estratagemas da tradicional indústria jornalística (multi)nacional, que, antidemocrática por natureza, despreza o espírito jornalístico em favor de mal disfarçados interesses empresariais e ideológicos, comerciais e privados, corporativos e corporativistas.","Mídia democrática, plural, em rede, pela diversidade e defesa implacável dos direitos humanos.","Nasceram em São Paulo, cobrem o Brasil.","Crowdfunding, mas ainda não se mantém.",425,,,,jornalistas_livres.jpg,publica,true,2016-01-30
18,Passapalavra,http://www.passapalavra.info/,"Grupo de orientação anticapitalista fundado em 2009 que, independente de partidos e demais poderes políticos e econômicos, é formado por colaboradores de Portugal e do Brasil, cujo intuito maior é construir um espaço comunicacional que contribua para a articulação e a unificação prática das lutas sociais. Estão disponíveis no site notícias, artigos opinativos, cartuns, denúncias, vídeos, áudios, debates e outros materiais informativos de produção própria, visando à construção de uma rede de solidariedade e colaboração entre todos aqueles que lutam contra as injustiças sociais.",Construir um espaço comunicacional que contribua para a articulação e a unificação prática das lutas sociais,Brasil e Portugal.,Doações de Pessoas Físicas.,130,https://twitter.com/passapalavra,https://www.facebook.com/passapalavra,,passapalavra.jpg,publica,true,2016-01-30
19,Periferia em Movimento,http://periferiaemmovimento.com.br/,"Como meio alternativo à mídia convencional e com uma perspectiva de dentro pra dentro, o site acompanha, reflete, apoia e difunde ações sociais, culturais, políticas e econômicas de iniciativa popular que visam à garantia dos direitos fundamentais nas bordas das cidades, especialmente no extremo sul de São Paulo, desde 2012.",Meio alternativo à mídia convencional e com uma perspectiva de dentro pra dentro,São Paulo.,"Crowdfunding, editais, prestação de serviços.",113,https://twitter.com/PERIFASEMOVE,https://www.facebook.com/PeriferiaemMovimento/,,periferia_em_movimento.jpg,publica,true,2016-01-30
20,Trombone,https://www.facebook.com/trombonemedia,"Trombone é uma iniciativa jornalística que existe desde 2015 e pretende ""explicar as notícias"" do Rio de Janeiro para a geração conectada  que majoritariamente segue os acontecimentos por meio das redes sociais. Por isso, optaram por não ter um site próprio, mas postar explicações nas redes sociais mais importantes, levando em conta os formatos que mais se destacam em cada uma delas. ","Pretende ""explicar as notícias"" do Rio de Janeiro para a geração conectada.",Rio de Janeiro.,Ainda não se mantém.,52,,https://www.facebook.com/trombonemedia,,trombone.jpg,publica,true,2016-01-30
21,Calle2,http://www.calle2.com/,"A Calle2 é uma revista digital que nasceu em 2015 e se propõe a ter um novo olhar sobre a América Latina. Cruza as fronteiras para mostrar pessoas, lugares, cores e sabores que fazem do continente latino-americano um dos mais diversos e fascinantes do mundo. A proposta é olhar, enxergar e retratar o cotidiano do continente, pouco explorado pela imprensa brasileira. Publica semanalmente grandes reportagens, crônicas, entrevistas, perfis, ensaios fotográficos e análises que pretendem retratar, além das boas histórias, as injustiças de uma região ainda tão desigual.",Um novo olhar sobre a América Latina,"São Paulo, mas cobre a América Latina. ",Ainda não se mantém.,135,https://twitter.com/revistacalle2,https://www.facebook.com/revistacalle2/,,calle2.jpg,publica,true,2016-01-30
22,Ponte,http://www.ponte.org/,"Canal de informações sobre segurança pública, justiça e direitos humanos que surgiu em 2014 da convicção de um grupo de jornalistas de que jornalismo de qualidade sob o prisma dos direitos humanos é capaz de ajudar na construção de um mundo mais justo; de que é preciso desnudar as razões pelas quais a população tem medo da tropa policial; revelar os fatos que levam os pobres e negros a serem vítimas de um Judiciário injusto e lento, e os caminhos que permitem que o sistema prisional invista bilhões de reais para causar dor e sofrimento aos apenados.","Canal de informações sobre segurança pública, justiça e direitos humanos.",São Paulo.,Ainda não se mantém.,202,https://twitter.com/pontejornalismo,https://www.facebook.com/pontejornalismo/,,PONTE_LOGO.png,publica,true,2016-01-30
23,Vaidapé,http://vaidape.com.br/,"A Vaidapé é um coletivo de comunicação formado por jovens que debatem e divulgam movimentações culturais, periféricas e marginais por meio de um jornalismo independente. Na Vaidapé, a periferia é o centro. Articula-se com aqueles que não estão nos holofotes da grande imprensa e não são prioridade na agenda política. Atua no audiovisual, na radiodifusão, no meio impresso e digital, mas também desenvolve projetos e eventos que conectam e dialogam com jovens dos extremos da cidade.","Debater e divulgar movimentações culturais, periféricas e marginais.",São Paulo.,Por meio de editais.,138,https://twitter.com/revistavaidape,https://www.facebook.com/revistavaidape,,vaidape.jpg.jpg,publica,true,2016-01-30
24,Marco Zero Conteúdo,http://marcozero.org/,"O Marco Zero Conteúdo é um coletivo de jornalismo investigativo que aposta em matérias aprofundadas, independentes e de interesse público. Produzidas e editadas por jornalistas que procuram ver o mundo com um olhar diferenciado, as reportagens podem ser livremente reproduzidas por qualquer veículo sob a licença creative commons. Para manter a independência, não recebe patrocínios de governos, empresas públicas ou privadas. Foca a produção jornalística em três pontos principais: semiárido nordestino, urbanismo e relações de poder. Também publica material produzido por parceiros editoriais espalhados por toda a América Latina. ","Matérias aprofundadas, independentes e de interesse público.",Recife.,Ainda não se mantém.,234,https://twitter.com/mzconteudo,https://www.facebook.com/mzconteudo,,marco_zero_conteudo.jpg,publica,true,2016-01-30
25,Livre.Jor,http://livre.jor.br/,"Livre.jor é feito por jornalistas e existe desde 2014, com a regra de só usar dados públicos como matéria-prima para as notícias. O foco é aquilo que acontece no Paraná. Para isso fazem análise de bancos de dados, acompanham sistematicamente diários e documentos oficiais. Também ""entrevistam"" os poderes públicos via Lei de Acesso à Informação.","Coloca as pessoas diante da informação, usando só dados públicos como matéria-prima para as notícias.","Curitiba, mas cobre Paraná e às vezes Brasil.",Ainda não se mantém.,168,https://twitter.com/LivreJor,https://www.facebook.com/livre.jor,,livre.jor.png.jpg,publica,true,2016-01-30
26,Noo,http://noo.com.br/,"Derivada da palavra ""NOOlogia"" (o estudo da mente, do conhecimento humano), NOO é um estímulo às sinapses, expressa a ideia de intelecto, pensamento e inteligência. Instiga os debates construtivos, as boas ideias e propõe reflexões em busca de movimentos transformadores. A NOOMag é uma plataforma de diálogo aberta a diferentes pessoas e opiniões.","Estímulo às sinapses, expressa a ideia de intelecto, pensamento e inteligência.","Nascimento no Rio de Janeiro, com cobertura prioritariamente no Rio, mas também São Paulo e Curitiba e especiais mundo afora em locais como Europa e Estados Unidos. ",Ainda não se mantém.,80,https://twitter.com/intent/follow,https://www.facebook.com/todomundoNOO,,noo.jpg,publica,true,2016-01-30
27,Overloadr,http://overloadr.com.br/,"O Overloadr foi criado em 2014 para tratar videogames com seriedade jornalística e apresentar todo aspecto cultural que envolve a mídia. Por meio de um conteúdo diversificado e divertido, abrangendo vídeos, textos e podcasts, aborda os jogos em suas facetas culturais, artísticas e tecnológicas e o cenário que os cerca.",Tratar videogames com seriedade jornalística.,"De São Paulo, com cobertura mundial.","Publicidade no site, crowdfunding, eventos presenciais e venda de camisetas.",192,https://twitter.com/overloadrBR,https://www.facebook.com/overloadr,,overloadr.jpg,publica,true,2016-01-30
28,Terra sem Males,http://www.terrasemmales.com.br/,"O Terra Sem Males é um projeto que pratica o jornalismo independente, com a colaboração de vários jornalistas, para a produção de reportagens e começou em 2015. A missão é dar voz e visibilidade às populações e povos deixados de lado pelos donos da mídia convencional. Luta pela democratização da comunicação, para que seja efetivamente uma concessão pública, e incentiva a criação de novos espaços de comunicadores e comunicadoras populares. Aposta na produção de reportagens, sob o ponto de vista dos trabalhadores, com a valorização das imagens como fonte de informação.
",Dar voz e visibilidade às populações e povos deixados de lado pelos donos da mídia convencional,"Curitiba, mas cobre o território nacional.",Ainda não se mantém.,93,https://twitter.com/terrasemmales,https://www.facebook.com/terrasemmales/,,terrasemmales.jpg,publica,true,2016-01-30
29,Cientista que virou mãe,http://www.cqvm.com.br/,"A plataforma, criada em 2015, é a primeira brasileira de informação produzida exclusivamente por mulheres mães. São cientistas, jornalistas e demais produtoras independentes de conteúdo que sabem de que tipo de informação as mulheres precisam. E o mais importante: informação não mercadológica, não financiada pelas grandes corporações. O funcionamento se baseia no financiamento coletivo de todos os textos. As leitoras e leitores acessam, escolhem o texto que querem apoiar por seu título e resumo e contribuem com o que querem. Atingido o valor mínimo, o texto é publicado com livre acesso a todos. Informação independente, por mulheres, para todos.
",Primeira plataforma brasileira de informação produzida exclusivamente por mulheres mães,"Florianópolis, com cobertura nacional.","Crowdfunding, doação de Pessoas Jurídicas.",127,https://twitter.com/cqvmae,https://www.facebook.com/cientistaqueviroumae,,cientista_que_virou_mae.jpg,publica,true,2016-01-30
30,Farol Jornalismo,http://faroljornalismo.cc/,"O Farol Jornalismo é uma iniciativa de pesquisa e produção de novas formas de fazer jornalismo. É resultado da inquietação com as incertezas da profissão e uma maneira de ficar de olho nas mudanças do mercado. Um espaço de reflexão sobre o que anda sendo discutido no Brasil e no exterior, um ponto de referência para quem navega por esses mares fascinantes e traiçoeiros.",Iniciativa de pesquisa e produção de novas formas de fazer jornalismo.,"De Porto Alegre, atento ao que acontece no mundo. ",Ainda não se mantém.,114,https://twitter.com/faroljornalismo,https://www.facebook.com/faroljornalismo,,farol_jornalismo.jpg,publica,true,2016-01-30
31,Justificando,http://www.justificando.com/,"Portal independente criado em 2014 que busca informação e artigos sobre justiça e poder, sempre com o compromisso com direitos humanos.
","Portal independente que busca informação e artigos sobre justiça e poder.
","São Paulo, com cobertura nacional.",Publicidade no site e cursos jurídicos.,230,https://twitter.com/_Justificando,https://www.facebook.com/justificando,,justificando.jpg,publica,true,2016-01-30
32,Aos Fatos,http://aosfatos.org,"Plataforma multimídia criada em 2015 para verificação diária do discurso público. Acredita que o jornalismo diário carece de uma abordagem analítica baseada em fatos, e não apenas em opiniões. Acredita que a cobertura feita pela imprensa tradicional, de quem diz ser entusiasta, e não inimigo, carece de dados, mas exagera em versões. ",Verificação diária do discurso público.,"Brasília, Rio de Janeiro e São Paulo.","Crowdfunding, doação de Pessoas Jurídicas, parcerias de conteúdo.",163,http://www.twitter.com/aosfatos,https://www.facebook.com/aosfatos.org,,aos_fatos.jpg,publica,true,2016-02-14
34,Repórter de Rua,http://reporterderua.org/novosite/,"O Repórter de Rua é um coletivo independente de reportagem nascido em Mossoró, interior do Rio Grande do Norte, em 2013. O foco do trabalho da equipe é a reportagem de rua, aquela em que os repórteres sujam o pé de lama e sentem prazer nisso. Uma resposta à fuga do jornalismo narrativo tão em falta nos jornais. Todas as reportagens são produzidas em formato multimídia. ",Coletivo independente de reportagem nascido em Mossoró.,"O coletivo nasceu no município de Mossoró, interior do Rio Grande do Norte, e as pautas são predominantemente sobre realidades existentes nos municípios potiguares.",Recursos próprios.,67,,https://www.facebook.com/ProjetoReporterdeRua/,,reporter_de_rua.jpg,publica,true,2016-02-14
35,BRIO,http://brio.media/,"Plataforma especializada na produção de grandes reportagens. Busca produzir histórias que tenham vida, mas que dialoguem com temas relevantes da agenda brasileira e mundial. Brio quer estar sempre conectado com o que interessa, seja abordando ângulos nunca abordados, seja trazendo novos assuntos à tona, experimentando novas formas de narrativa e de complementos multimídia.",Plataforma especializada na produção de grandes reportagens.,"O BRIO nasceu dos esforços de cinco sócios espalhados por Brasília, Rio de Janeiro, Paris, Washington e Nova York, além de terceiros contratados na Austrália, para o desenvolvimento do site. Mas foca a cobertura jornalística dentro do Brasil.",Investimento pessoal e familiar.,114,,https://www.facebook.com/briostories,,brio.jpg.jpg,publica,true,2016-02-14
36,Porvir,http://porvir.org/,"O Porvir é uma iniciativa de comunicação e mobilização social criada em 2012 que mapeia, produz, difunde e compartilha referências sobre inovações educacionais para inspirar melhorias na qualidade da educação brasileira e incentivar a mídia e a sociedade a compreender e demandar inovações educacionais.",Referências sobre inovações educacionais.,São Paulo.,Projeto de um instituto familiar.,95,http://www.twitter.com/porvir_,https://www.facebook.com/Porvir/,,porvir.jpg,publica,true,2016-02-14
37,Papo de Homem,http://www.papodehomem.com.br/,"Criado para produzir conteúdo benéfico, que contribua para o florescimento humano e para o cultivo de um masculino mais lúcido. É tempo de homens possíveis. Homens se interessam apenas por sexo, dinheiro, futebol e bebida? E se houvesse também um espaço para cultivar uma visão de mundo mais ampla, desafiar preconceitos, aprender a viver e se relacionar com mais satisfação? Esse é o Papo de Homem, um espaço criado em 2006, no qual todos são bem-vindos  independentemente de sexo, gênero, orientação sexual, credo ou raça.","Conteúdo benéfico, que contribua para o florescimento humano e para o cultivo de um masculino mais lúcido.","São Paulo, com cobertura nacional.","Publicidade no site, fazendo projetos de custom publishing para marcas, fora do PdH  por meio do braço www.escribas.com. Oferece também cursos e palestras ocasionais.",145,https://twitter.com/papodehomem,https://www.facebook.com/papodehomem,,papo_de_homem.jpg.jpg,publica,true,2016-02-14
38,Jornalismo B,http://www.jornalismob.com/,"O Jornalismo B nasceu em 2007 como site, e em 2010 foi criado o Jornalismo B Impresso, jornal quinzenal. Embora o principal foco, no início do projeto, tenha sido a luta pela democratização da mídia, atualmente procura tratar de pautas variadas ligadas aos movimentos populares, especialmente em Porto Alegre, e às mobilizações da esquerda em geral.",Pautas variadas ligadas aos movimentos populares.,Porto Alegre.,"Publicidade no site, crowdfunding, doação de Pessoas Jurídicas.",71,https://twitter.com/jornalismob,http://facebook.com/JornalismoB,,jornalismo_b.jpg,publica,true,2016-02-14
39,Oppina,https://www.youtube.com/channel/UCkNtoGhF7k56oJH2fqZixKA,"A Oppina, criada em 2015, é uma plataforma de informação e conhecimento que reúne opiniões diversas  complementares, divergentes, opostas  a respeito de temas urgentes e polêmicos. Assuntos relevantes são tratados por especialistas e líderes em suas áreas, em vídeos de até 3 minutos, valorizando pontos de vista diferentes e o ambiente de respeito às diferenças. A equipe da Oppina faz a curadoria dos temas e cria, para cada um, uma pergunta central. Depois, seleciona seis especialistas e líderes em suas áreas, com opiniões e formações diversas, e os ajuda a construir seus roteiros. ",Plataforma de informação e conhecimento que reúne opiniões diversas a respeito de temas urgentes e polêmicos.,"São Paulo, com cobertura nacional.",Ainda não se mantém.,37,https://twitter.com/Oppina,https://www.facebook.com/Oppina-743598132434164/,,Oppina.jpg,publica,true,2016-02-14
40,Risca Faca,http://riscafaca.com.br/,"Quer fugir da cobertura que acompanha somente o ritmo das redes sociais. E quer mostrar novas histórias e novas formas de contá-las  pode ser em áudio, em quadrinhos, em vídeo. Ao mesmo tempo, como o nome sugere, não quer ser sisudo nem cabeçudo.",Mostrar novas histórias e novas formas de contá-las.,"São Paulo, mas cobre o Brasil.",Publicidade no site.,134,https://twitter.com/_riscafaca,https://www.facebook.com/siteriscafaca/,,risca_faca.jpg,publica,true,2016-02-14
41,Agência Mural,http://agenciamural.com.br/,"Em 2010, o blog Mural, o primeiro blog de notícias das periferias de São Paulo, nasceu como um esforço coletivo de cerca de 20 pessoas para minimizar lacunas de informação. Hospedado desde seu início entre a lista de blogs da Folha de S.Paulo, troca conteúdo exclusivo de áreas invisíveis à redação do jornal e aos seus leitores pelo direito de estar ali. A Agência Mural é o resultado natural dessa história e de sua evolução. É uma agência de notícias, de informação e de inteligência sobre as periferias de São Paulo que entende como essa área geográfica estendida além do centro do poder político-econômico paulistano e que alcança as cidades da região metropolitana.",Agência de jornalismo das periferias,São Paulo.,"Agência de notícias, informação e inteligência sobre as periferias de São Paulo.",99,https://twitter.com/agmural,https://www.facebook.com/agenciamural,,agencia_mural.jpg,publica,true,0000-00-00
